name,s,e,c
SNTA1,1375062,1375562,1375312
SNTB1,757065,757565,757315;757315
SNTB2,1239277,1239777,1239527
SNTG1,721564,722116,721866;721814;721815
SNTN,277796,278296,278046
SNU13,1435664,1436167,1435917;1435914
SNUPN,1191360,1191860,1191610
SNURF,1166001,1166501,1166251
SNW1,1138839,1139339,1139089
SNX1,1185595,1186095,1185845
SNX10,629748,630284,629998;629998;629999;630034
SNX11,1272937,1273437,1273187;1273187
SNX12,1475422,1475922,1475672
SNX13,625573,626073,625823
SNX14,574176,574676,574426;574426;574426
SNX15,940108,940608,940358
SNX16,737530,738030,737780;737780
SNX17,138173,138673,138423;138423
SNX18,467473,467973,467723
SNX19,973104,973604,973354
SNX2,501622,502122,501872;501872
SNX20,1230024,1230524,1230274
SNX21,1381278,1381778,1381528
SNX22,1185622,1186122,1185872
SNX24,501657,502157,501907
SNX25,438054,438554,438304
SNX27,75543,76043,75793
SNX29,1210702,1211202,1210952
SNX3,585316,585816,585566;585566
SNX30,827092,827592,827342
SNX31,746983,747483,747233
SNX32,940511,941011,940761;940761
SNX33,1191371,1191871,1191621
SNX4,308596,309096,308846
SNX5,1368021,1368521,1368271;1368271
SNX6,1117263,1117775,1117525;1117513
SNX7,49314,49814,49564
SNX9,610147,610647,610397
SOAT1,89382,89882,89632
SOAT2,1001963,1002463,1002213
SOBP,584930,585430,585180;585180
SOCS1,1210342,1210842,1210592
SOCS2,1022196,1022697,1022447;1022447;1022447;1022446
SOCS3,1288023,1288523,1288273
SOCS4,1127472,1127973,1127722;1127723
SOCS5,147840,148340,148090;148090
SOCS6,1324421,1324921,1324671;1324671
SOCS7,1268099,1268599,1268349
SOD1,1407075,1407575,1407325
SOD2,611082,611582,611332;611332
SOD3,357387,357887,357637
SOGA1,1376791,1377293,1377043;1377041
SOGA3,594945,595445,595195;595195
SOHLH1,838631,839131,838881
SOHLH2,1060535,1061035,1060785
SON,1408017,1408517,1408267;1408267
SORBS1,888543,889103,888853;888793
SORBS2,438278,438927,438605;438677;438605;438677;438587;438528;438605
SORBS3,707357,707864,707614;707607;707607
SORCS1,894405,894905,894655
SORCS2,348586,349086,348836
SORD,1176058,1176558,1176308
SORL1,968372,968872,968622
SORT1,54717,55221,54971;54967;54968
SOS1,144050,144550,144300
SOS2,1125075,1125575,1125325
SOST,1270763,1271263,1271013
SOSTDC1,624835,625335,625085
SOWAHA,506641,507141,506891
SOWAHB,383898,384398,384148
SOWAHC,179562,180062,179812
SOWAHD,1499724,1500224,1499974
SOX10,1433815,1434315,1434065
SOX11,127293,127793,127543
SOX12,1359297,1359700,1359449;1359450
SOX13,101772,102272,102022
SOX14,314718,315218,314968
SOX15,1253591,1254091,1253841
SOX17,723838,724338,724088
SOX18,1390387,1390809,1390637
SOX2,336691,337192,336941;336942
SOX3,1510071,1510571,1510321;1510321
SOX30,519106,519606,519356;519356
SOX4,541821,542321,542071
SOX5,987083,987766,987516;987516;987489;987333
SOX6,915920,916426,916176;916173;916170
SOX8,1205182,1205682,1205432
SOX9,1284903,1285403,1285153
SP1,1002101,1002602,1002351;1002352;1002352
SP100,240017,240517,240267;240267
SP110,239919,240419,240169;240169
SP140,239922,240422,240172
SP140L,239972,240472,240222
SP2,1272831,1273331,1273081
SP3,211791,212292,212041;212041;212042
SP4,627316,627816,627566
SP5,210162,210662,210412
SP6,1272809,1273311,1273059;1273061;1273061
SP7,1002079,1002580,1002330;1002329
SP8,626996,627496,627246
SP9,211976,212476,212226
SPA17,969982,970482,970232
SPACA1,575403,575903,575653
SPACA3,1265504,1266004,1265754
SPACA4,1354036,1354536,1354286
SPACA7,1098656,1099156,1098906
SPAG1,746738,747238,746988;746988
SPAG11A,700005,700505,700255
SPAG11B,699813,700313,700063
SPAG16,231451,231951,231701
SPAG17,59114,59614,59364
SPAG4,1376148,1376648,1376398
SPAG5,1263308,1263808,1263558
SPAG6,851260,851760,851510;851510
SPAG7,1252280,1252780,1252530
SPAG8,787242,787742,787492
SPAG9,1274407,1274944,1274694;1274657
SPAM1,678365,678865,678615
SPANXA1,1510614,1511114,1510864;1510864
SPANXA2,1510616,1511116,1510866;1510866
SPANXB1,1510320,1510820,1510570
SPANXC,1510446,1510946,1510696
SPANXD,1510671,1511171,1510921;1510921
SPANXN1,1512442,1512942,1512692
SPANXN3,1511580,1512080,1511830
SPANXN4,1511334,1511834,1511584
SPANXN5,1466691,1467191,1466941
SPARC,516100,516600,516350;516350
SPARCL1,389214,389714,389464;389464
SPAST,140521,141021,140771
SPATA13,1054417,1055063,1054758;1054813;1054667
SPATA16,332406,332906,332656
SPATA17,108653,109153,108903
SPATA18,371447,371947,371697;371697
SPATA19,974568,975068,974818
SPATA2,1383310,1383813,1383563;1383562;1383560
SPATA20,1274157,1274657,1274407
SPATA22,1251532,1252032,1251782
SPATA24,509936,510436,510186
SPATA25,1381305,1381805,1381555
SPATA2L,1249551,1250051,1249801
SPATA3,240307,240807,240557
SPATA31A1,789013,789513,789263
SPATA31A5,790086,790586,790336
SPATA31D1,811637,812137,811887
SPATA31D3,811615,812115,811865
SPATA31E1,814584,815084,814834
SPATA32,1271514,1272014,1271764
SPATA33,1249529,1250029,1249779;1249779
SPATA4,433547,434047,433797
SPATA45,106261,106761,106511
SPATA5,406911,407411,407161
SPATA5L1,1176248,1176748,1176498
SPATA6,24219,24719,24469;24469
SPATA7,1144151,1144651,1144401
SPATA8,1202064,1202564,1202314
SPATA9,488076,488576,488326
SPATC1,768696,769196,768946
SPATC1L,1414356,1414862,1414612;1414606
SPATS1,553180,553680,553430
SPATS2,1000095,1000595,1000345;1000345
SPATS2L,224962,225498,225212;225212;225248;225212;225212;225213
SPC24,1335115,1335615,1335365
SPC25,209250,209750,209500
SPCS1,272346,272846,272596
SPCS3,433609,434109,433859
SPDEF,548287,548787,548537
SPDL1,525072,525572,525322;525322
SPDYA,138893,139393,139143
SPDYC,940179,940679,940429
SPDYE1,638603,639103,638853
SPDYE2,667678,668178,667928
SPDYE2B,667728,668228,667978
SPDYE3,666535,667035,666785
SPDYE4,1254175,1254675,1254425
SPECC1,1259801,1260374,1260124;1260051;1260083
SPECC1L,1426958,1427465,1427208;1427215
SPECC1L-ADORA2A,1427034,1427539,1427284;1427285;1427289
SPEF1,1360928,1361428,1361178
SPEF2,458375,458875,458625
SPEG,234526,235039,234789;234776
SPEM1,1253506,1254006,1253756
SPEN,7838,8338,8088
SPERT,1065279,1065779,1065529;1065529
SPESP1,1188012,1188512,1188262
SPG11,1175878,1176378,1176128
SPG20,1060601,1061113,1060851;1060851;1060863
SPG21,1186041,1186542,1186292;1186291
SPG7,1249454,1249954,1249704
SPHAR,114471,114971,114721
SPHK1,1287035,1287535,1287285;1287285;1287285
SPHK2,1354043,1354546,1354293;1354296;1354293
SPHKAP,238900,239400,239150
SPI1,931410,931911,931661;931660
SPIB,1354943,1355443,1355193
SPIC,1026149,1026649,1026399
SPIDR,720239,720739,720489;720489
SPIN1,814837,815337,815087
SPIN2B,1468851,1469351,1469101
SPIN3,1468788,1469288,1469038
SPIN4,1471563,1472063,1471813
SPINK13,514391,514891,514641
SPINK2,373832,374332,374082
SPINK4,785956,786456,786206
SPINK5,514288,514788,514538
SPINK6,514358,514858,514608;514608
SPINK7,514412,514912,514662
SPINK8,270161,270661,270411
SPINK9,514424,514924,514674
SPINT1,1173969,1174469,1174219;1174219
SPINT2,1348859,1349359,1349109;1349109;1349109
SPINT3,1381119,1381619,1381369
SPINT4,1381222,1381722,1381472
SPIRE1,1296771,1297272,1297022;1297021
SPIRE2,1249614,1250093,1249864
SPN,1219504,1220004,1219754;1219754;1219754
SPNS1,1219160,1219660,1219410;1219410
SPNS2,1252046,1252546,1252296
SPNS3,1252013,1252513,1252263
SPO11,1386999,1387499,1387249
SPOCD1,15891,16391,16141;16141
SPOCK1,508984,509484,509234
SPOCK2,876867,877367,877117;877117;877117
SPOCK3,429000,429566,429316;429250
SPON1,914703,915203,914953
SPON2,345572,346090,345822;345822;345822;345840
SPOP,1273722,1274222,1273972
SPOPL,194006,194506,194256
SPP1,389437,389937,389687
SPP2,241856,242356,242106
SPPL2A,1178929,1179429,1179179
SPPL2B,1330646,1331146,1330896
SPPL2C,1271806,1272306,1272056
SPPL3,1035885,1036386,1036136;1036135
SPR,160934,161434,161184
SPRED1,1172673,1173173,1172923;1172923
SPRED2,157173,157706,157423;157456
SPRED3,1348922,1349422,1349172
SPRN,907561,907959,907812;907811
SPRR1A,76229,76729,76479
SPRR1B,76252,76752,76502
SPRR2A,76265,76765,76515
SPRR2B,76272,76772,76522
SPRR2D,76257,76757,76507
SPRR2E,76284,76784,76534
SPRR2F,76293,76793,76543
SPRR2G,76312,76812,76562
SPRR3,76238,76738,76488
SPRR4,76222,76722,76472
SPRTN,115487,115987,115737;115737
SPRY1,407147,407649,407397;407399;407398
SPRY2,1082598,1083098,1082848
SPRY3,1517776,1547849,1518026;1547716
SPRY4,511419,511919,511669;511669
SPRYD3,1001951,1002451,1002201
SPRYD4,1003646,1004146,1003896
SPRYD7,1067396,1067896,1067646;1067646
SPSB1,4427,4954,4677;4704
SPSB2,978706,979206,978956
SPSB3,1205583,1206083,1205833;1205833
SPSB4,316362,316862,316612
SPTA1,79079,79579,79329
SPTAN1,834993,835494,835243;835244
SPTB,1132370,1132870,1132620
SPTBN1,151718,152269,151968;152019;151969
SPTBN2,940955,941455,941205
SPTBN4,1349968,1350500,1350218;1350250
SPTBN5,1174494,1174994,1174744
SPTLC1,816774,817274,817024
SPTLC2,1138767,1139267,1139017
SPTLC3,1365541,1366041,1365791
SPTSSB,326521,327022,326771;326772
SPTY2D1,917038,917538,917288
SPUVE,950966,951466,951216
SPX,986054,986554,986304
SPZ1,480374,480874,480624
SQLE,759158,759658,759408;759408
SQRDL,1176362,1176864,1176614;1176612;1176614
SQSTM1,530190,530691,530441;530441;530440
SR,786654,787154,786904
SRA1,510535,511035,510785
SRBD1,147296,147796,147546
SRC,1377034,1377552,1377284;1377302
SRCAP,1220022,1220522,1220272;1220272
SRCIN1,1268226,1268726,1268476
SRD5A1,443883,444383,444133
SRD5A3,373095,373595,373345
SREBF1,1258715,1259215,1258965
SREBF2,1435739,1436239,1435989
SREK1,473287,473794,473537;473544;473537
SREK1IP1,472599,473099,472849
SRF,552594,553094,552844;552844
SRFBP1,501215,501715,501465
SRGAP1,1007333,1007834,1007584;1007583
SRGAP2,102818,103318,103068;103068
SRGAP3,250622,251122,250872;250872
SRI,660507,661011,660761;660757
SRL,1206813,1207313,1207063
SRM,5311,5811,5561
SRP14,1173566,1174066,1173816
SRP19,496665,497165,496915
SRP54,1117452,1117952,1117702
SRP68,1286869,1287379,1287129;1287119;1287129
SRP72,373655,374155,373905
SRP9,112733,113233,112983
SRPK1,548969,549469,549219
SRPK2,669037,669597,669347;669287;669302
SRPK3,1516801,1517301,1517051;1517051
SRPR,970780,971280,971030
SRPRB,312728,313239,312989;312978
SRPX,1459318,1459818,1459568
SRPX2,1490227,1490727,1490477;1490477
SRR,1250948,1251448,1251198;1251198
SRRD,1428064,1428564,1428314
SRRM1,12235,12735,12485
SRRM2,1206068,1206568,1206318;1206318
SRRM3,654498,655008,654748;654758
SRRM4,1034924,1035424,1035174
SRRM5,1351540,1352040,1351790
SRRT,666819,667319,667069
SRSF10,11904,12404,12154
SRSF11,35086,35594,35336;35344
SRSF12,575938,576438,576188
SRSF3,549306,549806,549556;549556
SRSF4,14505,15005,14755
SRSF5,1134842,1135343,1135092;1135093
SRSF8,955111,955611,955361
SRSF9,1035668,1036168,1035918
SRY,1519241,1519741,1519491
SS18,1302278,1302778,1302528;1302528
SS18L1,1389406,1389915,1389656;1389665
SS18L2,267293,267793,267543
SSB,209704,210204,209954;209954
SSBP1,687302,687802,687552;687552
SSBP2,481090,481590,481340
SSBP3,27186,27687,27437;27436
SSBP4,1338747,1339247,1338997;1338997
SSC4D,654602,655102,654852
SSC5D,1357481,1357981,1357731
SSFA2,215755,216255,216005;216005;216005
SSH1,1029825,1030340,1030090;1030075
SSH2,1263973,1264473,1264223;1264223
SSH3,941246,941746,941496
SSMEM1,681506,682006,681756
SSNA1,839377,839877,839627
SSPN,988389,988894,988639;988639;988644
SSR1,534681,535181,534931
SSR2,77745,78246,77996;77995
SSR3,324113,324613,324363
SSR4,1516807,1517308,1517057;1517057;1517058
SSRP1,936262,936762,936512
SSSCA1,940379,940879,940629
SST,339671,340171,339921
SSTR1,1119064,1119565,1119315;1119314
SSTR2,1285425,1285925,1285675
SSTR3,1433429,1433929,1433679
SSTR5,1205231,1205731,1205481
SSU72,505,1006,756;755
SSUH2,250320,250823,250573;250570
SSX1,1464335,1464835,1464585;1464585
SSX2,1466646,1467146,1466896
SSX2B,1466668,1467168,1466918
SSX2IP,42328,42829,42579;42578
SSX3,1464386,1464886,1464636
SSX4,1464399,1464899,1464649
SSX4B,1464413,1464913,1464663;1464663
SSX5,1464306,1464806,1464556
SSX7,1466619,1467119,1466869
ST13,1435251,1435751,1435501;1435501
ST14,972725,973225,972975
ST18,722773,723314,723064;723023
ST20,1193504,1194004,1193754
ST20-MTHFS,1193508,1194008,1193758
ST3GAL1,763444,763945,763695;763694
ST3GAL2,1239903,1240403,1240153
ST3GAL3,21837,22351,22087;22101
ST3GAL4,970823,971345,971073;971095;971073
ST3GAL5,167424,167935,167685;167674
ST3GAL6,295202,295718,295452;295468;295452
ST5,912127,912677,912407;912427;912377
ST6GAL1,339301,339848,339551;339596;339598
ST6GAL2,178128,178628,178378;178378;178378
ST6GALNAC1,1287164,1287664,1287414
ST6GALNAC2,1287135,1287636,1287385;1287386
ST6GALNAC3,38021,38521,38271
ST6GALNAC4,834675,835175,834925
ST6GALNAC5,38417,38917,38667
ST6GALNAC6,834665,835169,834916;834919;834915
ST7,674879,675379,675129
ST7L,56331,56831,56581;56581
ST8SIA1,986458,986958,986708
ST8SIA2,1199869,1200369,1200119
ST8SIA3,1317952,1318452,1318202
ST8SIA4,490686,491186,490936
ST8SIA5,1312611,1313111,1312861
ST8SIA6,848691,849191,848941
STAB1,272241,272741,272491
STAB2,1027205,1027705,1027455
STAC,264187,264687,264437;264437
STAC2,1268536,1269036,1268786
STAC3,1004036,1004537,1004287;1004286
STAF65,138320,138820,138570
STAG1,314212,314712,314462
STAG2,1501825,1502325,1502075;1502075;1502075;1502075
STAG3,666470,666970,666720;666720
STAM,848786,849286,849036
STAM2,200893,201393,201143;201143
STAMBP,161405,161905,161655
STAMBPL1,885262,885762,885512
STAP1,379201,379701,379451
STAP2,1331651,1332151,1331901
STAR,715157,715657,715407;715407
STARD10,943957,944463,944213;944207
STARD13,1059021,1059570,1059320;1059281;1059271
STARD3,1268741,1269244,1268991;1268994
STARD3NL,635691,636191,635941;635941
STARD4,495991,496491,496241
STARD5,1194209,1194709,1194459
STARD6,1316383,1316883,1316633
STARD7,172814,173314,173064;173064
STARD8,1474211,1474734,1474484;1474461
STARD9,1174834,1175334,1175084
STAT1,220315,220816,220566;220565
STAT2,1003591,1004091,1003841
STAT3,1270115,1270615,1270365
STAT4,220384,220885,220634;220635
STAT5A,1270064,1270565,1270315;1270315;1270314;1270315
STAT5B,1270059,1270559,1270309
STAT6,1003967,1004467,1004217;1004217;1004217
STATH,380419,380919,380669
STAU1,1382949,1383449,1383199
STAU2,733478,733982,733732;733732;733732;733728
STBD1,383602,384102,383852;383852
STC1,708009,708509,708259
STC2,526944,527445,527194;527195
STEAP1,661474,661974,661724
STEAP1B,627852,628353,628102;628103
STEAP2,661503,662004,661753;661753;661754
STEAP3,184367,184871,184617;184621
STEAP4,660551,661051,660801
STH,1271883,1272383,1272133
STIL,23640,24140,23890
STIM1,909649,910149,909899;909899
STIM2,358420,358920,358670;358670;358670
STIP1,939687,1483448,939937;939937;1483198
STK10,526374,526874,526624;526624
STK11,1330085,1330585,1330335;1330335
STK11IP,234608,235108,234858
STK16,234432,234932,234682
STK17A,638394,638894,638644
STK17B,222894,223395,223145;223144
STK19,546994,547494,547244
STK24,1091728,1092255,1092005;1092005;1091978
STK25,245597,246101,245851;245847;245850;245850
STK26,1505856,1506356,1506106;1506106
STK3,746071,746630,746321;746380
STK31,628457,628957,628707
STK32A,513874,514374,514124
STK32B,347515,348015,347765
STK32C,907003,907503,907253
STK33,912018,912518,912268;912268
STK35,1360088,1360588,1360338
STK38,549282,549782,549532;549532
STK38L,988913,989413,989163
STK39,208929,209429,209179
STK4,1380844,1381344,1381094
STK40,18176,18676,18426
STKLD1,837457,837957,837707
STMN1,12867,13367,13117;13117;13117
STMN2,736414,736914,736664
STMN3,1390188,1390689,1390439;1390439;1390438
STMN4,709710,710210,709960
STMND1,539576,540076,539826
STOM,831402,831902,831652
STOML1,1190543,1191044,1190793;1190794;1190793
STOML2,786887,787387,787137
STOML3,1061923,1062423,1062173
STON1,148755,149255,149005
STON1-GTF2A1L,148775,149280,149025;149030
STON2,1140658,1141172,1140922;1140915;1140908
STOX1,875236,875736,875486
STOX2,437402,437902,437652;437652
STPG1,12121,12621,12371;12371
STPG2,394521,395021,394771
STRA13,1289835,1290335,1290085
STRA6,1190648,1191151,1190898;1190901;1190898;1190898
STRADA,1280744,1281254,1281004;1281004;1280994
STRADB,225535,226035,225785
STRAP,983232,983732,983482;983482
STRBP,832351,832851,832601
STRIP1,55038,55539,55289;55288
STRIP2,681120,681620,681370
STRN,142973,143473,143223
STRN3,1115473,1115973,1115723
STRN4,1353106,1353607,1353356;1353357
STS,1443846,1444346,1444096
STT3A,970442,970944,970692;970694
STT3B,261764,262264,262014
STUB1,1205032,1205532,1205282;1205282
STX10,1336112,1336612,1336362
STX11,603260,603760,603510
STX12,13800,14300,14050
STX16,1387660,1388160,1387910;1387910;1387910
STX17,820670,821170,820920
STX18,347260,347760,347510
STX19,292850,293350,293100
STX1B,1220177,1220677,1220427
STX2,1040876,1041376,1041126
STX3,937472,937972,937722;937722
STX4,1220189,1220689,1220439;1220439
STX5,939010,939510,939260;939260
STX6,90237,90747,90487;90497
STX7,597441,597942,597692;597691
STX8,1254584,1255084,1254834
STXBP1,834523,835023,834773
STXBP2,1333332,1333832,1333582
STXBP3,54395,54895,54645
STXBP4,1276368,1276868,1276618
STXBP5,604787,605287,605037;605037
STXBP5L,306290,306790,306540;306540
STXBP6,1112476,1112985,1112735;1112726;1112735;1112735
STYK1,980612,981128,980878;980862
STYX,1126324,1126824,1126574
STYXL1,654421,654921,654671;654671
SUB1,456860,457360,457110
SUCLA2,1066428,1066928,1066678
SUCLG1,166720,167220,166970;166970
SUCLG2,279829,280329,280079
SUCNR1,321772,322272,322022
SUCO,86001,86520,86252;86270;86252;86251
SUDS3,1034622,1035122,1034872
SUFU,892074,892574,892324
SUGCT,636670,637170,636920
SUGP2,1339054,1339554,1339304
SUGT1,1068754,1069254,1069004
SULF1,731342,731855,731605;731592;731592;731605
SULF2,1382254,1382754,1382504;1382504
SULT1A1,1218977,1219484,1219227;1219234;1219234;1219227
SULT1A2,1218970,1219471,1219221;1219220
SULT1A3,1219772,1220272,1220022;1220022
SULT1A4,1219402,1219902,1219652
SULT1B1,380302,380802,380552
SULT1C2,178829,179329,179079
SULT1C4,178874,179374,179124;179124
SULT1E1,380351,380851,380601;380601
SULT2A1,1353676,1354176,1353926
SULT2B1,1354009,1354509,1354259
SULT4A1,1436754,1437254,1437004
SUMF1,248231,248731,248481
SUMF2,644648,645148,644898;644898
SUMO1,225928,226428,226178
SUMO2,1286434,1286934,1286684
SUMO4,605885,606385,606135
SUN1,617011,617519,617261;617269;617266
SUN2,1434200,1434700,1434450;1434450
SUN3,640617,641117,640867
SUN5,1374843,1375343,1375093
SUOX,1003410,1003910,1003660
SUPT16H,1110652,1111152,1110902;1110902
SUPT20H,1060957,1061457,1061207
SUPT3H,553561,554197,553947;553811
SUPT4H1,1278059,1278559,1278309
SUPT5H,1349450,1349950,1349700;1349700
SUPT6H,1263339,1263839,1263589
SUPT7L,138319,138819,138569
SUPV3L1,875412,875912,875662
SURF1,837447,837947,837697
SURF2,837447,837947,837697
SURF4,837457,837957,837707
SURF6,837437,837937,837687
SUSD1,826804,827304,827054;827054
SUSD2,1426913,1427413,1427163
SUSD3,817246,817751,817496;817501
SUSD4,111519,112019,111769;111769
SUSD5,262607,263107,262857;262857
SUSD6,1134765,1135286,1135015;1135036
SUV39H1,1464554,1465055,1464805;1464804
SUV39H2,847403,847903,847653
SUV420H1,941689,942201,941951;941951;941951;941939
SUV420H2,1357407,1357908,1357657;1357658
SV2A,74695,75195,74945
SV2B,1199222,1199722,1199472;1199472
SV2C,478256,478756,478506
SVBP,21392,21898,21642;21648
SVIL,854904,855455,855154;855205
SVIP,919136,919636,919386
SVOP,1029944,1030444,1030194
SVOPL,685757,686257,686007
SWAP70,912553,913053,912803
SWSAP1,1335224,1335724,1335474
SWT1,92314,92814,92564;92564
SYAP1,1448646,1449146,1448896
SYBU,751481,752004,751731;751733;751754;751749;751731
SYCE1,907632,907959,907882
SYCE1L,1243283,1243783,1243533
SYCE2,1335997,1336497,1336247
SYCE3,1440123,1440526,1440375;1440373
SYCN,1349329,1349829,1349579
SYCP1,57449,57949,57699
SYCP2,1388300,1388800,1388550
SYCP2L,536468,536968,536718
SYCP3,1026281,1026781,1026531
SYDE1,1337091,1337591,1337341
SYDE2,42584,43084,42834
SYF2,12530,13030,12780
SYK,816118,816630,816368;816380;816368
SYMPK,1352665,1353165,1352915
SYN1,1464017,1464517,1464267
SYN2,251999,252499,252249
SYN3,1431352,1431852,1431602
SYNC,16335,16835,16585;16585
SYNCRIP,574200,574701,574451;574451;574450
SYNDIG1,1371271,1371771,1371521
SYNDIG1L,1137172,1137672,1137422
SYNE1,607504,608004,607754
SYNE2,1131885,1132566,1132135;1132316;1132136
SYNE3,1147697,1148197,1147947
SYNE4,1347731,1348231,1347981
SYNGAP1,547718,548218,547968
SYNGR1,1434497,1435005,1434747;1434755
SYNGR2,1287927,1288427,1288177
SYNGR3,1205686,1206186,1205936
SYNGR4,1353915,1354415,1354165
SYNJ1,1407609,1408110,1407860;1407860;1407859
SYNJ2,610226,610726,610476
SYNJ2BP,1135167,1135667,1135417
SYNJ2BP-COX16,1135167,1135667,1135417
SYNM,1203223,1203723,1203473
SYNPO,515557,516080,515827;515807;515830;515815
SYNPO2,404874,405394,405143;405124;405144
SYNPO2L,877648,878150,877898;877900
SYNPR,277608,278191,277858;277941
SYNRG,1267829,1268329,1268079
SYP,1464806,1465306,1465056
SYPL1,669459,669959,669709;669709
SYPL2,54755,55255,55005
SYS1,1381042,1381543,1381292;1381292;1381293;1381292
SYT1,1014843,1015434,1015094;1015184;1015093
SYT10,992011,992511,992261
SYT11,77665,78165,77915
SYT12,941106,941607,941356;941356;941357
SYT13,930364,930864,930614
SYT14,104806,105306,105056
SYT15,863428,863928,863678
SYT17,1214256,1214756,1214506
SYT2,101057,101590,101340;101307
SYT3,1355052,1355553,1355303;1355302
SYT4,1310871,1311371,1311121
SYT5,1357327,1357827,1357577;1357577;1357577
SYT6,57098,57599,57349;57348;57348
SYT7,938385,938885,938635;938635;938635
SYT8,908638,909138,908888
SYT9,911347,911847,911597
SYTL1,13585,14085,13835
SYTL2,950426,950972,950722;950676;950695;950721;950695
SYTL3,610560,611067,610810;610817
SYTL4,1490264,1490771,1490521;1490521;1490514
SYTL5,1459210,1459710,1459460
SYVN1,940161,940661,940411
SZT2,21678,22178,21928
T,614316,614816,614566
T1A,6706,7206,6956
TAAR2,597497,597997,597747
TAAR5,597480,597980,597730
TAB1,1434522,1435022,1434772
TAB2,605856,606356,606106
TAB3,1455731,1456231,1455981
TAC1,665263,665763,665513;665513
TAC3,1003920,1004420,1004170
TAC4,1273807,1274307,1274057
TACC1,715445,715975,715725;715696;715695
TACC2,901817,902404,902129;902067;902070;902154;902154
TACC3,345850,346351,346100;346101
TACO1,1280684,1281184,1280934
TACR1,162090,162590,162340;162340;162340
TACR2,875531,876031,875781
TACSTD1,148175,148675,148425
TACSTD2,29272,29772,29522;29522
TADA1,83173,83673,83423
TADA2A,1267728,1268228,1267978;1267978
TADA2B,348511,349011,348761
TADA3,250894,251394,251144;251144;251144
TAF1,1475571,1476071,1475821;1475821
TAF10,911027,911527,911277;911277
TAF11,548452,548952,548702
TAF12,14235,14735,14485
TAF13,54560,55060,54810
TAF15,1266913,1267413,1267163
TAF1A,111132,111632,111382;111382
TAF1B,129368,129868,129618
TAF1C,1246777,1247277,1247027
TAF1D,954448,954948,954698
TAF1L,785653,786153,785903
TAF2,756575,757075,756825
TAF3,843873,844373,844123
TAF4,1389367,1389867,1389617
TAF4B,1302346,1302846,1302596
TAF5,892506,893006,892756
TAF5L,114631,115131,114881;114881
TAF6,666441,666941,666691;666691
TAF6L,938980,939480,939230
TAF7,510916,511417,511166;511167
TAF7L,1490551,1491052,1490801;1490802
TAF8,552034,552534,552284
TAF9,474899,475399,475149;475149;475149;475149
TAF9B,1478975,1479475,1479225
TAGAP,610758,611258,611008
TAGLN,966246,966746,966496;966496
TAGLN2,79697,80198,79947;79948;79948;79948
TAGLN3,301835,302336,302086;302085
TAL1,23598,24099,23848;23849;23848
TALDO1,908084,908584,908334
TAMM41,251921,252421,252171
TANC1,204289,204807,204539;204557
TANC2,1280388,1280888,1280638
TANGO2,1424629,1425129,1424879
TANGO6,1239105,1239605,1239355
TANK,205373,205895,205635;205623;205645
TAOK1,1263703,1264203,1263953;1263953
TAOK2,1219659,1220159,1219909;1219909;1219909;1219909
TAOK3,1034613,1035120,1034870;1034863
TAP1,547435,547935,547685
TAP2,547428,547928,547678
TAPBP,547665,978995,547916;547915;547916;978745
TAPT1,353103,353603,353353
TARBP1,117058,117558,117308
TARBP2,1002162,1002662,1002412;1002412;1002412
TARDBP,5287,5787,5537;5537
TARM1,1356774,1357274,1357024
TARS,457287,457787,457537;457537
TARS2,74980,75480,75230
TAS1R1,3058,3558,3308
TAS1R3,384,884,634
TAS2R14,980760,981260,981010
TAS2R19,980802,981302,981052
TAS2R20,980790,981290,981040
TAS2R3,687314,687814,687564
TAS2R4,687322,687822,687572
TAS2R43,980837,981337,981087
TAS2R46,980822,981322,981072
TAS2R50,980784,981284,981034
TAS2R60,688153,688653,688403
TASP1,1365856,1366356,1366106
TAT,1240472,1240972,1240722
TATDN1,758920,759428,759178;759170
TATDN2,251121,251622,251371;251372
TATDN3,106233,106733,106483
TAX1BP1,630472,630972,630722;630722
TAX1BP3,1251630,1252130,1251880
TAZ,1517097,1517597,1517347
TBATA,876215,876715,876465
TBC1D1,363935,364435,364185
TBC1D10A,1429986,1430486,1430236;1430236
TBC1D10B,1219857,1220357,1220107
TBC1D10C,941296,941796,941546
TBC1D12,888024,888524,888274
TBC1D13,835110,835610,835360
TBC1D14,348444,348983,348694;348694;348733;348733
TBC1D15,1011331,1011831,1011581;1011581
TBC1D16,1288807,1289349,1289099;1289057
TBC1D17,1354672,1355172,1354922;1354922
TBC1D19,358281,358781,358531
TBC1D2,819844,820344,820094
TBC1D20,1359297,1359768,1359518
TBC1D21,1190483,1190983,1190733
TBC1D22A,1438204,1438709,1438454;1438459
TBC1D22B,549637,550137,549887
TBC1D23,295966,296466,296216
TBC1D24,1205929,1206429,1206179;1206179
TBC1D25,1464476,1464977,1464727;1464726
TBC1D26,1257662,1258162,1257912
TBC1D28,1259118,1259618,1259368
TBC1D2B,1192586,1193086,1192836;1192836
TBC1D30,1007824,1008324,1008074
TBC1D31,758195,758695,758445
TBC1D32,591852,592352,592102
TBC1D3B,1267096,1267596,1267346
TBC1D3F,1267249,1267749,1267499
TBC1D3H,1267223,1267723,1267473
TBC1D3K,1267986,1268486,1268236
TBC1D3L,1268019,1268519,1268269
TBC1D4,1080169,1080669,1080419
TBC1D5,254847,255368,255118;255097
